Country/Region,Date,Name,Event,Format,Hero,Rank,deck_url
France,18 Jul 2025,"Tom Escoffier – Arakni, 5L!p3d 7hRu 7h3 cR4X – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",,https://fabtcg.com/decklists/tom-escoffier-arakni-5lp3d-7hru-7h3-cr4x-pro-tour-singapore-2025-2/
Canada,18 Jul 2025,"Edison Yue – Verdance, Thorn of the Rose – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Verdance, Thorn of the Rose",,https://fabtcg.com/decklists/edison-yue-verdance-thorn-of-the-rose-pro-tour-singapore-2025-2/
Philippines,18 Jul 2025,"Nathaniel Jerald Bea – Cindra, Dracai of Retribution – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Cindra, Dracai of Retribution",,https://fabtcg.com/decklists/nathaniel-jerald-bea-cindra-dracai-of-retribution-pro-tour-singapore-2025-2/
United States of America,18 Jul 2025,"Michael Hamilton – Gravy Bones, Shipwrecked Looter – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/michael-hamilton-gravy-bones-shipwrecked-looter-pro-tour-singapore-2025-2/
Singapore,18 Jul 2025,"shirui wu – Gravy Bones, Shipwrecked Looter – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/shirui-wu-gravy-bones-shipwrecked-looter-pro-tour-singapore-2025-2/
Netherlands,18 Jul 2025,"Jimmy Nguyen – Arakni, 5L!p3d 7hRu 7h3 cR4X – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",,https://fabtcg.com/decklists/jimmy-nguyen-arakni-5lp3d-7hru-7h3-cr4x-pro-tour-singapore-2025-3/
France,18 Jul 2025,"Enki Dupaquier – Gravy Bones, Shipwrecked Looter – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/enki-dupaquier-gravy-bones-shipwrecked-looter-pro-tour-singapore-2025-3/
France,18 Jul 2025,"Arthur Trehet – Gravy Bones, Shipwrecked Looter – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/arthur-trehet-gravy-bones-shipwrecked-looter-pro-tour-singapore-2025-3/
France,18 Jul 2025,"Tom Escoffier – Arakni, 5L!p3d 7hRu 7h3 cR4X – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",,https://fabtcg.com/decklists/tom-escoffier-arakni-5lp3d-7hru-7h3-cr4x-pro-tour-singapore-2025-3/
Canada,18 Jul 2025,"Edison Yue – Verdance, Thorn of the Rose – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Verdance, Thorn of the Rose",,https://fabtcg.com/decklists/edison-yue-verdance-thorn-of-the-rose-pro-tour-singapore-2025-3/
Philippines,18 Jul 2025,"Nathaniel Jerald Bea – Cindra, Dracai of Retribution – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Cindra, Dracai of Retribution",,https://fabtcg.com/decklists/nathaniel-jerald-bea-cindra-dracai-of-retribution-pro-tour-singapore-2025-3/
United States of America,18 Jul 2025,"Michael Hamilton – Gravy Bones, Shipwrecked Looter – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/michael-hamilton-gravy-bones-shipwrecked-looter-pro-tour-singapore-2025-3/
Singapore,18 Jul 2025,"shirui wu – Gravy Bones, Shipwrecked Looter – Pro Tour: Singapore 2025",Pro Tour: Singapore,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/shirui-wu-gravy-bones-shipwrecked-looter-pro-tour-singapore-2025-3/
Netherlands,18 Jul 2025,"Jimmy Nguyen – Arakni, 5L!p3d 7hRu 7h3 cR4X – Pro Tour: Singapore 2025",,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",,https://fabtcg.com/decklists/jimmy-nguyen-arakni-5lp3d-7hru-7h3-cr4x-pro-tour-singapore-2025/
France,18 Jul 2025,"Enki Dupaquier – Gravy Bones, Shipwrecked Looter – Pro Tour: Singapore 2025",,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/enki-dupaquier-gravy-bones-shipwrecked-looter-pro-tour-singapore-2025/
France,18 Jul 2025,"Arthur Trehet – Gravy Bones, Shipwrecked Looter – Pro Tour: Singapore 2025",,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/arthur-trehet-gravy-bones-shipwrecked-looter-pro-tour-singapore-2025/
France,18 Jul 2025,"Tom Escoffier – Arakni, 5L!p3d 7hRu 7h3 cR4X – Pro Tour: Singapore 2025",,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",,https://fabtcg.com/decklists/tom-escoffier-arakni-5lp3d-7hru-7h3-cr4x-pro-tour-singapore-2025/
Canada,18 Jul 2025,"Edison Yue – Verdance, Thorn of the Rose – Pro Tour: Singapore 2025",,Classic Constructed,"Verdance, Thorn of the Rose",,https://fabtcg.com/decklists/edison-yue-verdance-thorn-of-the-rose-pro-tour-singapore-2025/
Philippines,18 Jul 2025,"Nathaniel Jerald Bea – Cindra, Dracai of Retribution – Pro Tour: Singapore 2025",,Classic Constructed,"Cindra, Dracai of Retribution",,https://fabtcg.com/decklists/nathaniel-jerald-bea-cindra-dracai-of-retribution-pro-tour-singapore-2025/
United States of America,18 Jul 2025,"Michael Hamilton – Gravy Bones, Shipwrecked Looter – Pro Tour: Singapore 2025",,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/michael-hamilton-gravy-bones-shipwrecked-looter-pro-tour-singapore-2025/
Singapore,18 Jul 2025,"shirui wu – Gravy Bones, Shipwrecked Looter – Pro Tour: Singapore 2025",,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/shirui-wu-gravy-bones-shipwrecked-looter-pro-tour-singapore-2025/
Bulgaria,13 Jul 2025,"Ivaylo Ivanov – Azalea, Ace in the Hole – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Azalea, Ace in the Hole",1st,https://fabtcg.com/decklists/ivaylo-ivanov-azalea-ace-in-the-hole-battle-hardened-world-tour-bucharest/
Romania,13 Jul 2025,"Andrei Sebastian Suciu – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",2nd,https://fabtcg.com/decklists/andrei-sebastian-suciu-arakni-marionette-battle-hardened-world-tour-bucharest/
Romania,13 Jul 2025,"Bogdan-Andrei Oros – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",3rd,https://fabtcg.com/decklists/bogdan-andrei-oros-arakni-marionette-battle-hardened-world-tour-bucharest/
Romania,13 Jul 2025,Traian Costea – Dorinthea Ironsong – Battle Hardened – World Tour Bucharest,Battle Hardened: Bucharest,Classic Constructed,Dorinthea Ironsong,3rd,https://fabtcg.com/decklists/traian-costea-dorinthea-ironsong-battle-hardened-world-tour-bucharest/
Bulgaria,13 Jul 2025,Valentin Popov – Jarl Vetreiði – Battle Hardened – World Tour Bucharest,Battle Hardened: Bucharest,Classic Constructed,Jarl Vetreiði,5th,https://fabtcg.com/decklists/valentin-popov-jarl-vetreidi-battle-hardened-world-tour-bucharest/
Bulgaria,13 Jul 2025,"Vasil Popov – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",5th,https://fabtcg.com/decklists/vasil-popov-arakni-marionette-battle-hardened-world-tour-bucharest/
Romania,13 Jul 2025,"Vlad Margarit – Cindra, Dracai of Retribution – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Cindra, Dracai of Retribution",5th,https://fabtcg.com/decklists/vlad-margarit-cindra-dracai-of-retribution-battle-hardened-world-tour-bucharest/
Romania,13 Jul 2025,"Szabolcs Egri – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",5th,https://fabtcg.com/decklists/szabolcs-egri-arakni-marionette-battle-hardened-world-tour-bucharest/
Bulgaria,13 Jul 2025,Valentin Popov – Jarl Vetreiði – Battle Hardened – World Tour Bucharest,Battle Hardened: Bucharest,Classic Constructed,Jarl Vetreiði,,https://fabtcg.com/decklists/valentin-popov-jarl-vetreidi-battle-hardened-world-tour-bucharest-3/
Romania,13 Jul 2025,"Szabolcs Egri – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",,https://fabtcg.com/decklists/szabolcs-egri-arakni-marionette-battle-hardened-world-tour-bucharest-3/
Romania,13 Jul 2025,"Andrei Sebastian Suciu – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",,https://fabtcg.com/decklists/andrei-sebastian-suciu-arakni-marionette-battle-hardened-world-tour-bucharest-3/
Romania,13 Jul 2025,Traian Costea – Dorinthea Ironsong – Battle Hardened – World Tour Bucharest,Battle Hardened: Bucharest,Classic Constructed,Dorinthea Ironsong,,https://fabtcg.com/decklists/traian-costea-dorinthea-ironsong-battle-hardened-world-tour-bucharest-3/
Romania,13 Jul 2025,"Vlad Margarit – Cindra, Dracai of Retribution – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Cindra, Dracai of Retribution",,https://fabtcg.com/decklists/vlad-margarit-cindra-dracai-of-retribution-battle-hardened-world-tour-bucharest-3/
Bulgaria,13 Jul 2025,"Vasil Popov – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",,https://fabtcg.com/decklists/vasil-popov-arakni-marionette-battle-hardened-world-tour-bucharest-3/
Bulgaria,13 Jul 2025,"Ivaylo Ivanov – Azalea, Ace in the Hole – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Azalea, Ace in the Hole",,https://fabtcg.com/decklists/ivaylo-ivanov-azalea-ace-in-the-hole-battle-hardened-world-tour-bucharest-3/
Romania,13 Jul 2025,"Bogdan-Andrei Oros – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",,https://fabtcg.com/decklists/bogdan-andrei-oros-arakni-marionette-battle-hardened-world-tour-bucharest-3/
Bulgaria,13 Jul 2025,Valentin Popov – Jarl Vetreiði – Battle Hardened – World Tour Bucharest,Battle Hardened: Bucharest,Classic Constructed,Jarl Vetreiði,,https://fabtcg.com/decklists/valentin-popov-jarl-vetreidi-battle-hardened-world-tour-bucharest-4/
Romania,13 Jul 2025,"Szabolcs Egri – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",,https://fabtcg.com/decklists/szabolcs-egri-arakni-marionette-battle-hardened-world-tour-bucharest-4/
Romania,13 Jul 2025,"Andrei Sebastian Suciu – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",,https://fabtcg.com/decklists/andrei-sebastian-suciu-arakni-marionette-battle-hardened-world-tour-bucharest-4/
Romania,13 Jul 2025,Traian Costea – Dorinthea Ironsong – Battle Hardened – World Tour Bucharest,Battle Hardened: Bucharest,Classic Constructed,Dorinthea Ironsong,,https://fabtcg.com/decklists/traian-costea-dorinthea-ironsong-battle-hardened-world-tour-bucharest-4/
Romania,13 Jul 2025,"Vlad Margarit – Cindra, Dracai of Retribution – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Cindra, Dracai of Retribution",,https://fabtcg.com/decklists/vlad-margarit-cindra-dracai-of-retribution-battle-hardened-world-tour-bucharest-4/
Bulgaria,13 Jul 2025,"Vasil Popov – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",,https://fabtcg.com/decklists/vasil-popov-arakni-marionette-battle-hardened-world-tour-bucharest-4/
Bulgaria,13 Jul 2025,"Ivaylo Ivanov – Azalea, Ace in the Hole – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Azalea, Ace in the Hole",,https://fabtcg.com/decklists/ivaylo-ivanov-azalea-ace-in-the-hole-battle-hardened-world-tour-bucharest-4/
Romania,13 Jul 2025,"Bogdan-Andrei Oros – Arakni, Marionette – Battle Hardened – World Tour Bucharest",Battle Hardened: Bucharest,Classic Constructed,"Arakni, Marionette",,https://fabtcg.com/decklists/bogdan-andrei-oros-arakni-marionette-battle-hardened-world-tour-bucharest-4/
France,13 Jul 2025,"Evan Tanguy – Gravy Bones, Shipwrecked Looter – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Gravy Bones, Shipwrecked Looter",1st,https://fabtcg.com/decklists/evan-tanguy-gravy-bones-shipwrecked-looter-battle-hardened-kuala-lumpur/
Singapore,13 Jul 2025,"Jason Chua – Cindra, Dracai of Retribution – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Cindra, Dracai of Retribution",2nd,https://fabtcg.com/decklists/jason-chua-cindra-dracai-of-retribution-battle-hardened-kuala-lumpur/
Singapore,13 Jul 2025,Esmond Heng – Dash I/O – Battle Hardened: Kuala Lumpur 2025,Battle Hardened: Kuala Lumpur,Classic Constructed,Dash I/O,3rd,https://fabtcg.com/decklists/esmond-heng-dash-io-battle-hardened-kuala-lumpur/
Malaysia,13 Jul 2025,"Ji Timm Lee – Arakni, 5L!p3d 7hRu 7h3 cR4X – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",3rd,https://fabtcg.com/decklists/ji-timm-lee-arakni-5lp3d-7hru-7h3-cr4x-battle-hardened-kuala-lumpur/
Singapore,13 Jul 2025,"Ojus Sharma – Florian, Rotwood Harbinger – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Florian, Rotwood Harbinger",5th,https://fabtcg.com/decklists/ojus-sharma-florian-rotwood-harbinger-battle-hardened-kuala-lumpur/
Singapore,13 Jul 2025,"Fee Sen Sei – Azalea, Ace in the Hole – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/fee-sen-sei-azalea-ace-in-the-hole-battle-hardened-kuala-lumpur/
United Kingdom,13 Jul 2025,"Jacob Clements – Gravy Bones, Shipwrecked Looter – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/jacob-clements-gravy-bones-shipwrecked-looter-battle-hardened-kuala-lumpur/
Denmark,13 Jul 2025,"Jonas Benzarti – Arakni, Marionette – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Arakni, Marionette",5th,https://fabtcg.com/decklists/jonas-benzarti-arakni-marionette-battle-hardened-kuala-lumpur/
Singapore,13 Jul 2025,"Ojus Sharma – Florian, Rotwood Harbinger – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Florian, Rotwood Harbinger",,https://fabtcg.com/decklists/ojus-sharma-florian-rotwood-harbinger-battle-hardened-kuala-lumpur-2025-2/
Singapore,13 Jul 2025,"Fee Sen Sei – Azalea, Ace in the Hole – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Azalea, Ace in the Hole",,https://fabtcg.com/decklists/fee-sen-sei-azalea-ace-in-the-hole-battle-hardened-kuala-lumpur-2025-2/
France,13 Jul 2025,"Evan Tanguy – Gravy Bones, Shipwrecked Looter – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/evan-tanguy-gravy-bones-shipwrecked-looter-battle-hardened-kuala-lumpur-2025-2/
Singapore,13 Jul 2025,"Jason Chua – Cindra, Dracai of Retribution – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Cindra, Dracai of Retribution",,https://fabtcg.com/decklists/jason-chua-cindra-dracai-of-retribution-battle-hardened-kuala-lumpur-2025-2/
Singapore,13 Jul 2025,Esmond Heng – Dash I/O – Battle Hardened: Kuala Lumpur 2025,Battle Hardened: Kuala Lumpur,Classic Constructed,Dash I/O,,https://fabtcg.com/decklists/esmond-heng-dash-i-o-battle-hardened-kuala-lumpur-2025-2/
United Kingdom,13 Jul 2025,"Jacob Clements – Gravy Bones, Shipwrecked Looter – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/jacob-clements-gravy-bones-shipwrecked-looter-battle-hardened-kuala-lumpur-2025-2/
Denmark,13 Jul 2025,"Jonas Benzarti – Arakni, Marionette – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Arakni, Marionette",,https://fabtcg.com/decklists/jonas-benzarti-arakni-marionette-battle-hardened-kuala-lumpur-2025-2/
Malaysia,13 Jul 2025,"Ji Timm Lee – Arakni, 5L!p3d 7hRu 7h3 cR4X – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Arakni, 5L!p3d 7hRu 7h3 cR4X",,https://fabtcg.com/decklists/ji-timm-lee-arakni-5lp3d-7hru-7h3-cr4x-battle-hardened-kuala-lumpur-2025-2/
Singapore,13 Jul 2025,"Ojus Sharma – Florian, Rotwood Harbinger – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Florian, Rotwood Harbinger",,https://fabtcg.com/decklists/ojus-sharma-florian-rotwood-harbinger-battle-hardened-kuala-lumpur-2025-3/
Singapore,13 Jul 2025,"Fee Sen Sei – Azalea, Ace in the Hole – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Azalea, Ace in the Hole",,https://fabtcg.com/decklists/fee-sen-sei-azalea-ace-in-the-hole-battle-hardened-kuala-lumpur-2025-3/
France,13 Jul 2025,"Evan Tanguy – Gravy Bones, Shipwrecked Looter – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/evan-tanguy-gravy-bones-shipwrecked-looter-battle-hardened-kuala-lumpur-2025-3/
Singapore,13 Jul 2025,"Jason Chua – Cindra, Dracai of Retribution – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Cindra, Dracai of Retribution",,https://fabtcg.com/decklists/jason-chua-cindra-dracai-of-retribution-battle-hardened-kuala-lumpur-2025-3/
Singapore,13 Jul 2025,Esmond Heng – Dash I/O – Battle Hardened: Kuala Lumpur 2025,Battle Hardened: Kuala Lumpur,Classic Constructed,Dash I/O,,https://fabtcg.com/decklists/esmond-heng-dash-i-o-battle-hardened-kuala-lumpur-2025-3/
United Kingdom,13 Jul 2025,"Jacob Clements – Gravy Bones, Shipwrecked Looter – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Gravy Bones, Shipwrecked Looter",,https://fabtcg.com/decklists/jacob-clements-gravy-bones-shipwrecked-looter-battle-hardened-kuala-lumpur-2025-3/
Denmark,13 Jul 2025,"Jonas Benzarti – Arakni, Marionette – Battle Hardened: Kuala Lumpur 2025",Battle Hardened: Kuala Lumpur,Classic Constructed,"Arakni, Marionette",,https://fabtcg.com/decklists/jonas-benzarti-arakni-marionette-battle-hardened-kuala-lumpur-2025-3/
